Gene name	Human gene name
Tmem64	TMEM64
Col8a1	COL8A1
Gm24317	RNU6-641P
Ube2e3	UBE2E3
Mettl21a	METTL21A
Dcbld2	DCBLD2
Naaa	NAAA
Acsm1	ACSM1
Tppp3	TPPP3
Ccnyl1	CCNYL1
Stk4	STK4
Ttll7	TTLL7
Zdhhc1	ZDHHC1
Rnf151	RNF151
Pclaf	PCLAF
Kcns1	KCNS1
Fzd5	FZD5
Tex28	TEX28
Rps2	RPS2
Wfdc5	WFDC5
Osbpl11	OSBPL11
Acad8	ACAD8
Plekhm3	PLEKHM3
Tktl1	TKTL1
Hsd11b2	HSD11B2
Wfdc12	WFDC12
Atp6v0d1	ATP6V0D1
Rbfox1	RBFOX1
Flna	FLNA
Snora64	SNORA64
Ndufb10	NDUFB10
Rhebl1	RHEBL1
Thyn1	THYN1
Gtf2h1	GTF2H1
Kif1a	KIF1A
Rpl3l	RPL3L
Slc34a2	SLC34A2
Homer3	HOMER3
Hsd17b12	HSD17B12
Vps26b	VPS26B
Tnik	TNIK
Sdad1	SDAD1
Lrrfip2	LRRFIP2
Msrb1	MSRB1
Acsm4	ACSM4
Calb1	CALB1
Hs3st6	HS3ST6
Dhh	DHH
Wdr41	WDR41
Lmbr1l	LMBR1L
Mir129b	MIR129-2
Thumpd1	THUMPD1
Meikin	MEIKIN
Itga4	ITGA4
Ddx49	DDX49
Decr1	DECR1
Dnah2	DNAH2
Gm25008	RNU6-704P
Capn11	CAPN11
Fxyd4	FXYD4
Cope	COPE
Nbn	NBN
Adam12	ADAM12
Fcho2	FCHO2
Tmem63b	TMEM63B
Osgin2	OSGIN2
Tuba1b	TUBA1B
Sel1l3	SEL1L3
Ripk2	RIPK2
Usf2	USF2
Upf1	UPF1
Rasgef1a	RASGEF1A
Tuba1a	TUBA1A
Tuba1c	TUBA1C
Gm23975	RNU6-1064P
Slpi	SLPI
Mmp16	MMP16
Prph	PRPH
Cerkl	CERKL
Fnip1	FNIP1
Csgalnact2	CSGALNACT2
Cxcl9	CXCL9
Smim20	SMIM20
Agbl3	AGBL3
Gm56012	RNA5SP172
Lmbr1	LMBR1
Pcnx3	PCNX3
Troap	TROAP
Mrpl14	MRPL14
Neurod1	NEUROD1
Gm24198	RNU6-310P
Ttc17	TTC17
Mlh1	MLH1
H2-Ea	HLA-DRA
Comp	COMP
Ccr6	CCR6
Lyzl6	LYZL6
Qtrt2	QTRT2
D7Ertd443e	C10orf90
C1ql4	C1QL4
Dnajc22	DNAJC22
Rprml	RPRML
Gosr2	GOSR2
Zfp7	ZNF7
Unc13b	UNC13B
Crtc1	CRTC1
Commd5	COMMD5
Wnt9b	WNT9B
Cyth4	CYTH4
Wnt3	WNT3
Epm2aip1	EPM2AIP1
Csnk1g1	CSNK1G1
Klhl26	KLHL26
Acsm3	ACSM3
Ccdc191	CCDC191
Nsf	NSF
Prr18	PRR18
Tmem59l	TMEM59L
Rala	RALA
Matn4	MATN4
Crlf1	CRLF1
Yae1d1	YAE1
Rex1bd	REX1BD
Ret	RET
Emd	EMD
Ube3c	UBE3C
Pou6f2	POU6F2
LINC03051	LINC03051
Tcf19	TCF19
Gm22543	RNU6-539P
Lsamp	LSAMP
Cchcr1	CCHCR1
Uba52	UBA52
Rpl10	RPL10
Elmo1	ELMO1
Elfn2	ELFN2
Taok3	TAOK3
Mfng	MFNG
Gap43	GAP43
Api5	API5
Agxt	AGXT
1700123O20Rik	C14orf119
Card10	CARD10
Fkbp8	FKBP8
Cirop	CIROP
Liph	LIPH
Cebpe	CEBPE
Crhr1	CRHR1
Slc7a8	SLC7A8
Mab21l4	MAB21L4
Rbpjl	RBPJL
Dnase1l1	DNASE1L1
Crocc2	CROCC2
Sppl2c	SPPL2C
Rnf212b	RNF212B
Psors1c2	PSORS1C2
Cdsn	CDSN
Rapgef6	RAPGEF6
Cdc42ep1	CDC42EP1
2300002M23Rik	C6orf15
Lgals2	LGALS2
Vars2	VARS2
Sdc4	SDC4
Homez	HOMEZ
Hmgcs1	HMGCS1
Map3k11	MAP3K11
Gga1	GGA1
Bms1	BMS1
Ppp1r3e	PPP1R3E
Lrrc4c	LRRC4C
Bcl2l2	BCL2L2
Ell	ELL
Snrnp200	SNRNP200
Uqcrfs1	UQCRFS1
Isyna1	ISYNA1
Tafazzin	TAFAZZIN
Kcnk7	KCNK7
Pth2r	PTH2R
Dusp22	DUSP22
Zfp248	ZNF248
Pabpn1	PABPN1
Ehbp1l1	EHBP1L1
Lsr	LSR
Sh3bp1	SH3BP1
Ssbp4	SSBP4
Zfp9	ZNF25
Fam78b	FAM78B
Irf4	IRF4
Ppib	PPIB
Trank1	TRANK1
Uck2	UCK2
Sys1	SYS1
Chrm2	CHRM2
Gm56224	RNU6-928P
Onecut3	ONECUT3
Mir490	MIR490
Exoc2	EXOC2
Ptn	PTN
Atp8b3	ATP8B3
Lrrc25	LRRC25
Dgki	DGKI
Snx22	SNX22
Gdf15	GDF15
Pgpep1	PGPEP1
Pdxp	PDXP
Igf2bp2	IGF2BP2
Gtf2h4	GTF2H4
Dclk3	DCLK3
Lgals1	LGALS1
Slc22a17	SLC22A17
Tmco1	TMCO1
Trp53tg5	TP53TG5
Atf1	ATF1
Ciao1	CIAO1
Snx1	SNX1
Lsm4	LSM4
Eri2	ERI2
Tmem127	TMEM127
Iqcn	IQCN
Gm3336	CIST1
Ciao2a	CIAO2A
Pde4c	PDE4C
Tmprss12	TMPRSS12
Vsig10	VSIG10
Dbndd2	DBNDD2
Stac	STAC
Rexo1	REXO1
Art3	ART3
Dapk2	DAPK2
Efs	EFS
Mgst3	MGST3
Cdc42se2	CDC42SE2
Higd1c	HIGD1C
Gm25810	RNU6-1266P
Lrrc52	LRRC52
Tra2b	TRA2B
Rxrg	RXRG
Stard7	STARD7
Il25	IL25
Ddr1	DDR1
Slc11a2	SLC11A2
Fam187b	FAM187B
Cmtm5	CMTM5
Atp6ap1	ATP6AP1
Dock1	DOCK1
Lyrm7	LYRM7
Creb3l2	CREB3L2
Myh6	MYH6
Herc1	HERC1
Akr1d1	AKR1D1
Hus1b	HUS1B
Mpv17l2	MPV17L2
Hint1	HINT1
Trim24	TRIM24
Usp25	USP25
Hrct1	HRCT1
Dusp2	DUSP2
Gpx3	GPX3
Spaar	SPAAR
Pik3r2	PIK3R2
Reck	RECK
Pigt	PIGT
Lmx1a	LMX1A
Klf16	KLF16
Fam89b	FAM89B
Mapt	MAPT
Abhd17a	ABHD17A
Pak1ip1	PAK1IP1
Znrd2	ZNRD2
Mast3	MAST3
Scamp4	SCAMP4
Mgat4a	MGAT4A
Ltbp3	LTBP3
Slc49a4	SLC49A4
Letmd1	LETMD1
Gm23428	RNU6-72P
Iftap	IFTAP
Fbxl22	FBXL22
Tmem14c	TMEM14C
Usp3	USP3
Gdi1	GDI1
Hspbap1	HSPBAP1
Mak	MAK
Mir208a	MIR208A
Myh7	MYH7
Glipr2	GLIPR2
Parp14	PARP14
Ccin	CCIN
Clta	CLTA
Fam50a	FAM50A
Csnk1g2	CSNK1G2
Wsb2	WSB2
Svopl	SVOPL
Csrnp2	CSRNP2
Dtx3l	DTX3L
Nps	NPS
Tfcp2	TFCP2
Il12rb1	IL12RB1
Foxi2	FOXI2
Plxna3	PLXNA3
Clrn3	CLRN3
Scyl1	SCYL1
Car12	CA12
Cxcl10	CXCL10
Rexo5	REXO5
Atp6v0a4	ATP6V0A4
Parp9	PARP9
Rag2	RAG2
Nup54	NUP54
Rag1	RAG1
Dot1l	DOT1L
Wfdc2	WFDC2
Cracdl	CRACDL
Arrdc2	ARRDC2
Pbx1	PBX1
Spint3	SPINT3
Ccdc124	CCDC124
Traf6	TRAF6
Slc5a5	SLC5A5
Rbpj	RBPJ
Gne	GNE
Tmem213	TMEM213
Dcun1d3	DCUN1D3
D630045J12Rik	KIAA1549
Lage3	LAGE3
Rpl18a	RPL18A
Ubl4a	UBL4A
Lyrm1	LYRM1
Eppin	EPPIN
Wfdc8	WFDC8
Mir208b	MIR208B
Bmp4	BMP4
Dazap2	DAZAP2
Slc10a3	SLC10A3
Snora68	SNORA68
Rab8b	RAB8B
Map1s	MAP1S
Smagp	SMAGP
Rps27l	RPS27L
Gm22199	Y_RNA
Zc3hav1l	ZC3HAV1L
Spin1	SPIN1
Map2	MAP2
Fam3a	FAM3A
Gja3	GJA3
Gm25512	RNU6-403P
Astl	ASTL
Kansl1	KANSL1
Plekhj1	PLEKHJ1
Gjb2	GJB2
Zc3hav1	ZC3HAV1
Gjb6	GJB6
Nxnl2	NXNL2
Lactb	LACTB
Haus8	HAUS8
Cryl1	CRYL1
Bin2	BIN2
Mir9-2	MIR9-2
Majin	MAJIN
Sf3a2	SF3A2
Enc1	ENC1
Arpp21	ARPP21
Gpha2	GPHA2
Ppp2r5b	PPP2R5B
Rnase4	RNASE4
Amh	AMH
Use1	USE1
Jsrp1	JSRP1
Rnase6	RNASE6
Slc25a53	SLC25A53
Tnip1	TNIP1
Rnf38	RNF38
Cela1	CELA1
Rnase1	RNASE1
Slc2a2	SLC2A2
Ift56	IFT56
Lingo3	LINGO3
Adra2b	ADRA2B
Lsm7	LSM7
Lrp10	LRP10
Wfdc9	WFDC9
Atg2a	ATG2A
Wfdc10	WFDC10A
Wfdc11	WFDC11
Wfdc13	WFDC13
Ampd2	AMPD2
Spint4	SPINT4
Galnt6	GALNT6
Sppl2b	SPPL2B
Fam199x	FAM199X
Gpat2	GPAT2
Rem2	REM2
Ubn2	UBN2
Prmt5	PRMT5
Esx1	ESX1
Grhl2	GRHL2
Wfdc3	WFDC3
Chrdl1	CHRDL1
Ocel1	OCEL1
Prr5l	PRR5L
Nr2f6	NR2F6
Scarb2	SCARB2
Dnah3	DNAH3
Haus4	HAUS4
Ushbp1	USHBP1
Mir192	MIR192
Cckar	CCKAR
Ehd1	EHD1
Ajuba	AJUBA
Ncald	NCALD
Eif5a2	EIF5A2
Tmprss9	TMPRSS9
Babam1	BABAM1
Fmc1	FMC1
Fam47e	FAM47E
Gm23864	RNU6-910P
Rpl22l1	RPL22L1
Lpar6	LPAR6
Luc7l2	LUC7L2
Itm2b	ITM2B
Melk	MELK
Ankle1	ANKLE1
Cdc42bpg	CDC42BPG
Mid1	MID1
Gpatch11	GPATCH11
Stbd1	STBD1
Med4	MED4
Tbc1d19	TBC1D19
Gnat2	GNAT2
Abhd8	ABHD8
Eif2ak2	EIF2AK2
Nudt15	NUDT15
Tle2	TLE2
Mrpl34	MRPL34
Fxyd7	FXYD7
Dnttip1	DNTTIP1
Pax5	PAX5
Dda1	DDA1
Sucla2	SUCLA2
Men1	MEN1
Sult6b1	SULT6B1
Tamalin	TAMALIN
Ldaf1	LDAF1
Ano8	ANO8
Commd9	COMMD9
Nr4a1	NR4A1
Cebpzos	CEBPZOS
Nuf2	NUF2
Klrg2	KLRG2
Ccdc158	CCDC158
Mzt1	MZT1
Ube2c	UBE2C
Bora	BORA
Cebpz	CEBPZ
Atg101	ATG101
Clec2l	CLEC2L
Plvap	PLVAP
Tnnc2	TNNC2
Krt80	KRT80
Hipk2	HIPK2
Ccdc194	CCDC194
Bst2	BST2
Ldlrad3	LDLRAD3
Mvb12a	MVB12A
Gnai3	GNAI3
Dis3	DIS3
Ndufaf7	NDUFAF7
Krt7	KRT7
Tmem221	TMEM221
Zp2	ZP2
Snx21	SNX21
Slc27a1	SLC27A1
Gm55070	RNU1-125P
Prkx	PRKX
Trim44	TRIM44
Rgs5	RGS5
Stim2	STIM2
Gpr61	GPR61
Fjx1	FJX1
Acot8	ACOT8
Prkd3	PRKD3
Amigo1	AMIGO1
Rgs4	RGS4
Chst11	CHST11
Zcchc7	ZCCHC7
Slc41a2	SLC41A2
Cyb561d1	CYB561D1
Ccdc190	CCDC190
Pgls	PGLS
Zswim3	ZSWIM3
Pamr1	PAMR1
Hsd17b7	HSD17B7
Nopchap1	NOPCHAP1
Atxn7l2	ATXN7L2
Aldh1l2	ALDH1L2
Adcy8	ADCY8
Acap1	ACAP1
Dcaf10	DCAF10
Niban3	NIBAN3
Zswim1	ZSWIM1
Spata25	SPATA25
Zdhhc13	ZDHHC13
Tsga10	TSGA10
Map4k2	MAP4K2
Neurl2	NEURL2
Zmynd19	ZMYND19
Colgalt1	COLGALT1
Asic1	ASIC1
Sftpd	SFTPD
Anxa6	ANXA6
Anks4b	ANKS4B
Pcdh7	PCDH7
Gm23461	RNU6-653P
Tbxas1	TBXAS1
Frzb	FRZB
Gabrq	GABRQ
Shb	SHB
Csrp3	CSRP3
Washc4	WASHC4
Unc13a	UNC13A
Nos1	NOS1
Crym	CRYM
Slc1a2	SLC1A2
Sypl2	SYPL2
Cetn2	CETN2
Gm22055	RNU6-879P
Aldh1b1	ALDH1B1
Smarcd1	SMARCD1
Psma5	PSMA5
E2f8	E2F8
Igfbpl1	IGFBPL1
Parp12	PARP12
Nsdhl	NSDHL
Qpct	QPCT
Kdm7a	KDM7A
Mecom	MECOM
Npw	NPW
Meiob	MEIOB
Appl2	APPL2
Ptpre	PTPRE
Gpd1	GPD1
Gm26008	RNU6-696P
Hagh	HAGH
Wnk3	WNK3
Cox14	COX14
Cers5	CERS5
Ccdc180	CCDC180
Mal	MAL
Tdrd7	TDRD7
Jak3	JAK3
Ctsa	CTSA
Ccdc69	CCDC69
Ddr2	DDR2
Ldoc1	LDOC1
Enox2	ENOX2
Eya4	EYA4
Rab19	RAB19
Tmod1	TMOD1
Mkrn1	MKRN1
Igfals	IGFALS
Gm2a	GM2A
Nubp2	NUBP2
Lipt1	LIPT1
Mitd1	MITD1
Tstd2	TSTD2
Gm55969	RN7SKP212
Unc80	UNC80
Khdrbs3	KHDRBS3
Shroom3	SHROOM3
Dennd2a	DENND2A
Gm56284	RN7SKP298
Ncbp1	NCBP1
Spsb3	SPSB3
2310057J18Rik	C6orf58
Slc36a3	SLC36A3
Sf1	SF1
Trps1	TRPS1
Gpr160	GPR160
Slc36a2	SLC36A2
Xpa	XPA
Pltp	PLTP
Zc3h3	ZC3H3
Adck2	ADCK2
Elapor1	ELAPOR1
Cdca2	CDCA2
Sec63	SEC63
Slc36a1	SLC36A1
Foxe1	FOXE1
Eef1d	EEF1D
Insl3	INSL3
Trmo	TRMO
Ndufb2	NDUFB2
B3gnt3	B3GNT3
Eme2	EME2
Fcho1	FCHO1
Braf	BRAF
Tpm1	TPM1
Scml4	SCML4
Fat2	FAT2
Mrps34	MRPS34
Nme3	NME3
Anp32b	ANP32B
Mrps33	MRPS33
Mki67	MKI67
Sowahb	SOWAHB
Nckap1	NCKAP1
Fbxo21	FBXO21
Cfap276	CFAP276
Tmem178b	TMEM178B
Nans	NANS
Acaca	ACACA
Gm56340	RN7SKP81
Taf13	TAF13
Fxyd1	FXYD1
Agk	AGK
Cramp1	CRAMP1
Mrpl30	MRPL30
Trim14	TRIM14
Wdr47	WDR47
Grip1	GRIP1
Thap4	THAP4
Clcc1	CLCC1
Kctd9	KCTD9
Coro2a	CORO2A
Dennd11	DENND11
Arap2	ARAP2
Nudt12	NUDT12
Lyg2	LYG2
Lyg1	LYG1
Wee2	WEE2
Tusc3	TUSC3
Abcc12	ABCC12
Gpsm2	GPSM2
Tbc1d2	TBC1D2
Gnrh1	GNRH1
Fkbp2	FKBP2
Ssbp1	SSBP1
Dthd1	DTHD1
Tmem185a	TMEM185A
Dock5	DOCK5
Gabbr2	GABBR2
Gemin6	GEMIN6
Dhx57	DHX57
Aknad1	AKNAD1
Txndc9	TXNDC9
Drc1	DRC1
Tas2r137	TAS2R3
Tas2r108	TAS2R4
Prss37	PRSS37
Apob	APOB
Msl3	MSL3
Phc3	PHC3
Or9a7	OR9A1P
Or9a4	OR9A4
Anks6	ANKS6
Clec5a	CLEC5A
Nwd2	NWD2
Aatf	AATF
Scrt1	SCRT1
Fbxw8	FBXW8
Mb	MB
Pcif1	PCIF1
Kansl1l	KANSL1L
Slc39a14	SLC39A14
Sgms1	SGMS1
Galnt12	GALNT12
Mgmt	MGMT
Apol6	APOL6
Tas2r138	TAS2R38
Mgam	MGAM
Lgi4	LGI4
Arhgap6	ARHGAP6
Lhx1	LHX1
Pgcka1	PGCKA1
Rbfox2	RBFOX2
Sparc	SPARC
Dusp19	DUSP19
Rell1	RELL1
Col15a1	COL15A1
Morn2	MORN2
Arhgef33	ARHGEF33
Fxyd3	FXYD3
Zfp335	ZNF335
Eif5b	EIF5B
Pgm2	PGM2
Piwil2	PIWIL2
Sos1	SOS1
Minpp1	MINPP1
Dbx1	DBX1
Tbc1d1	TBC1D1
Htatip2	HTATIP2
Mrm1	MRM1
Atox1	ATOX1
Acadl	ACADL
Nup35	NUP35
Pim1	PIM1
Slc16a12	SLC16A12
Dhrs11	DHRS11
Mosmo	MOSMO
Ldb1	LDB1
Myl1	MYL1
Kctd12	KCTD12
G3bp1	G3BP1
Tgfbr1	TGFBR1
Acod1	ACOD1
Prmt3	PRMT3
Tmem217b	TMEM217B
Tmem217	TMEM217
Amelx	AMELX
Cln5	CLN5
Mgam2-ps	MGAM2
Fbxl3	FBXL3
Zfp804a	ZNF804A
Tbc1d22b	TBC1D22B
Glra1	GLRA1
Cacna1c	CACNA1C
Mmp9	MMP9
Rev1	REV1
Lonp2	LONP2
Snord52	SNORD52
Gm25744	SNORD48
Nr4a3	NR4A3
Stxbp3	STXBP3
Hspa1l	HSPA1L
Arf4	ARF4
Lsm2	LSM2
Hpn	HPN
Nmur2	NMUR2
Hccs	HCCS
Stx17	STX17
Mrc2	MRC2
Fsip2	FSIP2
Nos1ap	NOS1AP
Zc3h15	ZC3H15
Pde12	PDE12
Erp44	ERP44
Dnah12	DNAH12
Invs	INVS
Sts	STS
Otof	OTOF
Prkci	PRKCI
Itgav	ITGAV
Pprc1	PPRC1
Vars1	VARS1
Asb14	ASB14
Neurl4	NEURL4
N4bp1	N4BP1
Olfml2b	OLFML2B
Scn1b	SCN1B
Letm2	LETM2
Tex10	TEX10
Atf6	ATF6
Appl1	APPL1
Slc6a5	SLC6A5
Fndc7	FNDC7
Lancl1	LANCL1
Msantd3	MSANTD3
Nsd3	NSD3
Tmeff1	TMEFF1
Nolc1	NOLC1
Fam171b	FAM171B
Hesx1	HESX1
Il17rd	IL17RD
Zswim2	ZSWIM2
Cavin4	CAVIN4
Slc12a5	SLC12A5
Plppr1	PLPPR1
Dusp12	DUSP12
Skil	SKIL
Baiap2l2	BAIAP2L2
Vwa7	VWA7
Vwa3a	VWA3A
Aff3	AFF3
Cgrrf1	CGRRF1
Gm26424	RNU6-1326P
Baat	BAAT
Pla2g6	PLA2G6
Mrpl50	MRPL50
Elovl3	ELOVL3
Zfp189	ZNF189
Sapcd1	SAPCD1
Pitx3	PITX3
Aldob	ALDOB
Cldn11	CLDN11
Plpp5	PLPP5
Gbf1	GBF1
Gatad2b	GATAD2B
Msh5	MSH5
Rpgrip1	RPGRIP1
Pgap4	PGAP4
Rnf20	RNF20
Slco4c1	SLCO4C1
Heph	HEPH
Fcrlb	FCRLB
Sdr42e2	SDR42E2
Fam114a1	FAM114A1
Tcerg1l	TCERG1L
Slc7a14	SLC7A14
Cps1	CPS1
Bag4	BAG4
Tmem156	TMEM156
Ifi30	IFI30
Rab3a	RAB3A
Henmt1	HENMT1
Klhl5	KLHL5
Nell1	NELL1
Clic1	CLIC1
Ddhd2	DDHD2
Fcrla	FCRLA
Marchf10	MARCHF10
Ncoa5	NCOA5
Rbm19	RBM19
Ddah2	DDAH2
Nfkb2	NFKB2
Ppp2r2d	PPP2R2D
Eeig2	EEIG2
Grin3a	GRIN3A
Gps2	GPS2
Mpig6b	MPIG6B
Cd40	CD40
Ly6g6c	LY6G6C
Ppp3r2	PPP3R2
Ly6g6d	LY6G6D
Gramd1a	GRAMD1A
Slc25a24	SLC25A24
Smc2	SMC2
Jund	JUND
Bco1	BCO1
Macir	MACIR
Lhx5	LHX5
Ly6g6f	LY6G6F
Sfi1	SFI1
Sdsl	SDSL
Pdcl3	PDCL3
Vav3	VAV3
Abhd16a	ABHD16A
Erbb4	ERBB4
Supt16	SUPT16H
Lsm1	LSM1
Gm22145	RNU1-52P
Star	STAR
Crtap	CRTAP
Mapre3	MAPRE3
Ly6g5c	LY6G5C
Lsmem1	LSMEM1
Ly6g5b	LY6G5B
Psd	PSD
Glb1	GLB1
Csnk2b	CSNK2B
Ifrd1	IFRD1
Ash2l	ASH2L
Maff	MAFF
Sds	SDS
Chd8	CHD8
Tmem184b	TMEM184B
Cdh22	CDH22
Tmppe	TMPPE
Ccr4	CCR4
Plbd2	PLBD2
Trim71	TRIM71
Cd44	CD44
Cnot10	CNOT10
Csnk1e	CSNK1E
Prmt6	PRMT6
Or13f5	OR13F1
Abca1	ABCA1
Fbxl15	FBXL15
Wdr19	WDR19
Cuedc2	CUEDC2
Gpank1	GPANK1
Eef2k	EEF2K
Helb	HELB
Myt1l	MYT1L
Kcnj4	KCNJ4
Npas2	NPAS2
Actl6a	ACTL6A
Kdelr3	KDELR3
D17H6S53E	C6orf47
Gm61610	RBBP8P1
Apom	APOM
Ddx17	DDX17
Irak3	IRAK3
Snord8	SNORD8
Rab2b	RAB2B
Slc44a1	SLC44A1
Bag6	BAG6
Dync1li1	DYNC1LI1
Tmbim4	TMBIM4
Kcnu1	KCNU1
Cmtm6	CMTM6
Ikzf2	IKZF2
Cmtm7	CMTM7
Tox4	TOX4
Smim11	SMIM11
Llph	LLPH
Mfsd13a	MFSD13A
Cmtm8	CMTM8
Tdg	TDG
Gpd1l	GPD1L
Prr9	PRR9
Lelp1	LELP1
Mettl3	METTL3
Zfp358	ZNF358
Rnpc3	RNPC3
Mcoln1	MCOLN1
Fktn	FKTN
Mir146b	MIR146B
2310034G01Rik	C10orf95
Actr1a	ACTR1A
Ano5	ANO5
Dmc1	DMC1
Pls3	PLS3
Fras1	FRAS1
Osbpl10	OSBPL10
Sufu	SUFU
Gria1	GRIA1
Tal2	TAL2
Tmem38b	TMEM38B
Sall2	SALL2
Glt8d2	GLT8D2
Pnpla6	PNPLA6
Dcaf11	DCAF11
Cby1	CBY1
Zfp462	ZNF462
Fam243	C21orf140
Smim34	SMIM34
Ppip5k2	PPIP5K2
Rrp7a	RRP7A
Stt3b	STT3B
Gdf11	GDF11
Poldip3	POLDIP3
Agmat	AGMAT
Tln2	TLN2
Cd63	CD63
Dnajc16	DNAJC16
Anxa3	ANXA3
Pxdn	PXDN
Slc17a6	SLC17A6
Cyb5r3	CYB5R3
Drg1	DRG1
Casp9	CASP9
Rdh5	RDH5
Col11a1	COL11A1
Fancf	FANCF
Bloc1s1	BLOC1S1
Trim8	TRIM8
Slc8b1	SLC8B1
Dock11	DOCK11
Tanc2	TANC2
Tmt1b	TMT1B
Arl3	ARL3
Itga7	ITGA7
Gas2	GAS2
Tpo	TPO
Sfxn2	SFXN2
Efhd2	EFHD2
A4galt	A4GALT
Fhad1	FHAD1
Arfgap3	ARFGAP3
Sntg2	SNTG2
Wbp1l	WBP1L
Cfap126	CFAP126
Svip	SVIP
Ggnbp2	GGNBP2
Gm23442	SNORA38
Aif1	AIF1
Fitm1	FITM1
Pacsin2	PACSIN2
Psme1	PSME1
Ccdc179	CCDC179
Spag16	SPAG16
Olfm3	OLFM3
Cyp17a1	CYP17A1
Plekhn1	PLEKHN1
Bmp2k	BMP2K
Tmem18	TMEM18
Luzp2	LUZP2
Lst1	LST1
Ttll1	TTLL1
Alkal2	ALKAL2
Ltb	LTB
Fyn	FYN
Borcs7	BORCS7
Ogt	OGT
Acp1	ACP1
Gm24116	RNU6-392P
As3mt	AS3MT
Tnf	TNF
Sdhc	SDHC
Sgms2	SGMS2
Paqr3	PAQR3
Lta	LTA
Tbl1xr1	TBL1XR1
Nfkbil1	NFKBIL1
Vwc2l	VWC2L
Klhl17	KLHL17
Tnfsf15	TNFSF15
Atp6v1g2	ATP6V1G2
Bik	BIK
Sh3yl1	SH3YL1
Gin1	GIN1
Ubxn10	UBXN10
Tpcn1	TPCN1
Ddx39b	DDX39B
Pla2g2c	PLA2G2C
Camsap3	CAMSAP3
Mcat	MCAT
Emc9	EMC9
Tspo	TSPO
Pla2g2f	PLA2G2F
Ttll12	TTLL12
Tbc1d8	TBC1D8
Ms4a2	MS4A2
Pla2g2d	PLA2G2D
Polr3e	POLR3E
Pla2g5	PLA2G5
Rtl6	RTL6
Prr5	PRR5
Pdhx	PDHX
Gm22589	SNORD84
Gk2	GK2
Zbtb12	ZBTB12
Iqcd	IQCD
Cxcr3	CXCR3
Slc26a4	SLC26A4
Ms4a3	MS4A3
Ehmt2	EHMT2
Antxr2	ANTXR2
Arhgap8	ARHGAP8
Pigw	PIGW
Oosp2	OOSP2
Srpx	SRPX
Pla2g2e	PLA2G2E
Oosp1	OOSP1
Fam114a2	FAM114A2
Apip	APIP
Rnf31	RNF31
Bcap29	BCAP29
Otud3	OTUD3
Slc35c2	SLC35C2
Rpp25l	RPP25L
Dus4l	DUS4L
Bcdin3d	BCDIN3D
Dctn3	DCTN3
Faim2	FAIM2
Cblif	CBLIF
Bard1	BARD1
Rita1	RITA1
Cog5	COG5
Mrpl16	MRPL16
Mir190a	MIR190A
Stx3	STX3
Arid3c	ARID3C
Gm24826	U3
Rpgr	RPGR
Cnot11	CNOT11
Vps13c	VPS13C
Traf3ip2	TRAF3IP2
Gpr22	GPR22
Bmp3	BMP3
Sigmar1	SIGMAR1
Ythdf3	YTHDF3
Ddx54	DDX54
Hbp1	HBP1
Mpz	MPZ
Irf9	IRF9
Mfap3	MFAP3
Xab2	XAB2
Btbd2	BTBD2
Myo19	MYO19
Aqp2	AQP2
Aqp5	AQP5
Sort1	SORT1
Aqp6	AQP6
Mknk2	MKNK2
Pcp4l1	PCP4L1
Abca12	ABCA12
Racgap1	RACGAP1
Gm56004	RN7SKP17
Pet100	PET100
Rec8	REC8
Cfap73	CFAP73
Pcp2	PCP2
Rfc1	RFC1
Or10v1	OR10V1
Patl1	PATL1
Cdr2	CDR2
Znhit3	ZNHIT3
Mob3a	MOB3A
Pdyn	PDYN
Ipo4	IPO4
Izumo4	IZUMO4
Osbp	OSBP
Inpp5a	INPP5A
Stk35	STK35
Galnt10	GALNT10
Stxbp2	STXBP2
Galt	GALT
Tgm3	TGM3
Or4d11	OR4D11
Pam	PAM
Pygm	PYGM
Elmo2	ELMO2
Ap3d1	AP3D1
Sap30l	SAP30L
Hand1	HAND1
Prkar2b	PRKAR2B
Mybphl	MYBPHL
Rasgrp2	RASGRP2
Rora	RORA
Psrc1	PSRC1
Foxd3	FOXD3
Alg6	ALG6
Nkx6-2	NKX6-2
Tm9sf1	TM9SF1
Med23	MED23
Atic	ATIC
Ice2	ICE2
Retn	RETN
Mettl9	METTL9
Slc44a4	SLC44A4
Slc31a1	SLC31A1
Mcemp1	MCEMP1
Celsr2	CELSR2
Cdc26	CDC26
Trappc5	TRAPPC5
Fcer2a	FCER2
Prpf4	PRPF4
Igsf6	IGSF6
Nr1i3	NR1I3
Anxa2	ANXA2
Tssk4	TSSK4
Wtip	WTIP
Rnf183	RNF183
Pik3cg	PIK3CG
Wdr31	WDR31
Matn2	MATN2
Cfap46	CFAP46
Neu1	NEU1
Nrxn2	NRXN2
Sars1	SARS1
Foxb1	FOXB1
Bnip2	BNIP2
Nedd8	NEDD8
Ccdc71l	CCDC71L
Gmpr2	GMPR2
Klb	KLB
Nampt	NAMPT
Prkce	PRKCE
Prkg2	PRKG2
Bspry	BSPRY
Tinf2	TINF2
Tomm40l	TOMM40L
Col14a1	COL14A1
Tubgcp5	TUBGCP5
Eif4enif1	EIF4ENIF1
Hdhd3	HDHD3
Alad	ALAD
Msto1	MSTO1
Gtf2a2	GTF2A2
Otc	OTC
Epas1	EPAS1
Tgm1	TGM1
Rasal1	RASAL1
Phex	PHEX
Arg1	ARG1
